Pièce jointe indisponible	src/screens/ChatConversationScreen.tsx:alert
Plus d’options	app/profile/[id].tsx:attr:accessibilityLabel
Plusieurs réponses possibles	src/components/PollComposerModal.tsx:jsx
Politique de confidentialité	app/privacy.tsx:attr:title
Position approximative · ±	src/components/MessageAttachmentView.tsx:jsx
Préférences indisponibles	app/notification-settings.tsx:alert
prêt	app/new-highlight.tsx:jsx
prévisualisation	app/sign-in.tsx:jsx
Privée	src/screens/NewConversationScreen.tsx:jsx
Profil	app/(tabs)/settings.tsx:attr:title
Profil indisponible	app/profile/[id].tsx:alert
Profil introuvable	app/profile/[id].tsx:jsx
Profil membre	app/profile/[id].tsx:jsx
Profil synchronisé	app/account.tsx:alert
Programmer	app/(tabs)/calls.tsx:jsx | app/schedule-call.tsx:jsx
Programmer un appel	app/schedule-call.tsx:jsx
Publication	app/highlight/[id].tsx:jsx
Publication impossible	app/new-highlight.tsx:alert
Publication introuvable	app/highlight/[id].tsx:jsx
Publication vide	app/new-highlight.tsx:alert
Publications, besoins, offres et proximité Neptune.	app/(tabs)/highlights.tsx:attr:subtitle
Publier	app/new-highlight.tsx:attr:accessibilityLabel
Publier le commentaire	app/highlight/[id].tsx:attr:accessibilityLabel
Publier le sondage	src/components/PollComposerModal.tsx:attr:accessibilityLabel
Publier un Temps fort	src/components/NeptuneTabBar.tsx:attr:accessibilityLabel
Quel créneau préférez-vous ?	src/components/PollComposerModal.tsx:attr:placeholder
Quel jour ?	app/schedule-call.tsx:jsx
Question	src/components/PollComposerModal.tsx:jsx
Question requise	src/components/PollComposerModal.tsx:alert
Quitter	app/conversation/[id].tsx:jsx | app/group/[id].tsx:jsx
Quitter ce mini-groupe ?	app/conversation/[id].tsx:alert
Quitter le groupe	app/(tabs)/messages.tsx:jsx
Quitter le groupe ?	app/group/[id].tsx:alert
Rapide, clair, avec un objet précis	app/schedule-call.tsx:jsx
Rappel non programmé	app/call/[id].tsx:alert
Rappels intelligents	app/schedule-call.tsx:jsx
réactions	src/components/HighlightCard.tsx:jsx
Réagir	app/highlight/[id].tsx:jsx | src/components/HighlightCard.tsx:jsx
Réagir à la publication	src/components/HighlightCard.tsx:attr:accessibilityLabel
Récents	app/(tabs)/calls.tsx:attr:title
Rechercher par nom, entreprise ou ville	src/screens/NewConversationScreen.tsx:attr:placeholder
Rechercher une langue…	src/components/LanguagePickerModal.tsx:attr:placeholder
Rechercher une personne à appeler	app/(tabs)/calls.tsx:attr:accessibilityLabel
Recommander	src/screens/ChatConversationScreen.tsx:jsx
RECOMMANDER À	app/contact-actions.tsx:jsx
Recommander un contact	src/screens/ChatConversationScreen.tsx:attr:accessibilityLabel
Recommander un contact à	app/profile/[id].tsx:jsx
Récurrence	app/schedule-message/[id].tsx:jsx
Réessayer	app/(tabs)/messages.tsx:jsx | src/components/BaseMessageBubble.tsx:jsx
Réessayer l’envoi de ce message	src/components/BaseMessageBubble.tsx:attr:accessibilityLabel
Réglages	app/(tabs)/settings.tsx:jsx
Réglages système	app/notification-settings.tsx:jsx
Réglages système de l’application	app/(tabs)/settings.tsx:jsx
Règles communautaires	app/community-guidelines.tsx:jsx | app/privacy.tsx:attr:title
Rejoindre	app/group/[id].tsx:jsx
Rejoindre le groupe	app/(tabs)/messages.tsx:jsx
Rejoindre le rendez-vous	app/(tabs)/calls.tsx:jsx
Rendez-vous	app/schedule-call.tsx:jsx
Rendez-vous à venir	app/(tabs)/calls.tsx:jsx
Rendez-vous programmé	app/schedule-call.tsx:attr:title
Rendre les votes anonymes	src/components/PollComposerModal.tsx:attr:accessibilityLabel
Répondre	app/highlight/[id].tsx:jsx
Réponse à	app/highlight/[id].tsx:jsx | src/screens/ChatConversationScreen.tsx:jsx
Réponses	src/components/PollComposerModal.tsx:jsx
Réponses requises	src/components/PollComposerModal.tsx:alert
Réponses suggérées	src/screens/ChatConversationScreen.tsx:jsx
Réservé aux Visionnaires	src/screens/NewConversationScreen.tsx:alert
Responsable	src/components/SwipeableMemberRow.tsx:jsx
Résultats	app/(tabs)/calls.tsx:attr:title
Resynchroniser Neptune Business	app/account.tsx:jsx
Retirer l’invité	app/schedule-call.tsx:attr:accessibilityLabel
Retirer le lieu	app/new-highlight.tsx:attr:accessibilityLabel
Retirer le média	app/new-highlight.tsx:attr:accessibilityLabel
Retirer toutes les pièces jointes	src/screens/ChatConversationScreen.tsx:attr:accessibilityLabel
Retour	app/+not-found.tsx:jsx | app/access-help.tsx:attr:accessibilityLabel | app/account.tsx:attr:accessibilityLabel | app/blocked-users.tsx:attr:accessibilityLabel
Retour à l’écran précédent	src/components/FloatingBackButton.tsx:attr:accessibilityLabel
Retour à la connexion	app/access-help.tsx:jsx
Retour au groupe	app/schedule-message/[id].tsx:jsx
Retour aux discussions	src/screens/ChatConversationScreen.tsx:attr:accessibilityLabel
Retour aux messages	app/conversation/[id].tsx:jsx | app/group/[id].tsx:jsx | app/membership-required.tsx:attr:accessibilityLabel | app/membership-required.tsx:jsx
Retour aux Temps forts	app/highlight/[id].tsx:jsx
Retrait impossible	app/group/[id].tsx:alert
Revenir aux discussions	src/screens/ChatConversationScreen.tsx:attr:accessibilityLabel
Révocation impossible	app/account.tsx:alert
Révoquer cette session ?	app/account.tsx:alert
SAV application	app/(tabs)/settings.tsx:jsx
Se connecter avec Neptune	app/sign-in.tsx:jsx | app/sign-in.tsx:attr:accessibilityLabel | app/sign-in.tsx:jsx
Se déconnecter	app/(tabs)/settings.tsx:jsx
Se déconnecter de Connexio	app/(tabs)/settings.tsx:attr:accessibilityLabel
Sélectionnez au moins un membre.	src/screens/NewConversationScreen.tsx:alert
Sélectionnez au moins un statut.	app/group/[id].tsx:alert | src/screens/NewConversationScreen.tsx:alert
Selon le délai restant : J-1, H-1 et 10 minutes avant. Les rappels inutiles sont automatiquement ignorés.	app/schedule-call.tsx:jsx
Services, produits et activités synchronisés avec votre profil Neptune.	app/(tabs)/settings.tsx:jsx
Session actuelle	app/account.tsx:alert
Sessions indisponibles	app/account.tsx:alert
Seule la personne choisie sera utilisée pour cette invitation.	app/schedule-call.tsx:jsx
Seuls les contacts choisis sont utilisés. Aucun import automatique du carnet.	app/contact-actions.tsx:jsx
Seuls les totaux sont visibles par les membres.	src/components/PollComposerModal.tsx:jsx
Seuls les Visionnaires et les responsables Amiraux ou Capitaines de ce groupe peuvent accéder à cet espace.	app/schedule-message/[id].tsx:jsx
Seuls les Visionnaires peuvent créer ou administrer un groupe officiel.	src/screens/NewConversationScreen.tsx:alert
Seuls les Visionnaires peuvent modifier une automatisation créée par un autre responsable.	app/schedule-message/[id].tsx:alert
Signalement enregistré	app/group/[id].tsx:alert | src/components/HighlightCard.tsx:alert
Signalement impossible	app/group/[id].tsx:alert | app/profile/[id].tsx:alert | src/components/HighlightCard.tsx:alert
Signalement transmis	app/group/[id].tsx:alert | app/profile/[id].tsx:alert | src/components/HighlightCard.tsx:alert
Signaler ce groupe	app/group/[id].tsx:alert
Signaler le groupe	app/group/[id].tsx:attr:accessibilityLabel
Signaler un problème ou demander de l’aide	app/(tabs)/settings.tsx:jsx
Simuler l’acceptation	app/(tabs)/calls.tsx:jsx
Sinon, l’écriture est limitée aux personnes autorisées par la gouvernance.	app/group/[id].tsx:jsx
Sinon, seuls les Visionnaires autorisés pourront envoyer des messages.	src/screens/NewConversationScreen.tsx:jsx
Sondage	src/screens/ChatConversationScreen.tsx:jsx
Sondage impossible	src/screens/ChatConversationScreen.tsx:alert
Soyez le premier à commenter.	app/highlight/[id].tsx:jsx
Standalone : la demande est enregistrée localement. Vous pourrez simuler son acceptation depuis l’écran Appels. Le backend remplacera cette simulation par une vraie invitation.	app/schedule-call.tsx:jsx
Statut non éligible	app/group/[id].tsx:alert
Statuts autorisés à voir le groupe	app/group/[id].tsx:jsx
Suppression du compte sur le web	app/privacy.tsx:attr:title
Suppression impossible	app/account.tsx:alert | app/schedule-message/[id].tsx:alert
Supprimer	app/(tabs)/messages.tsx:attr:confirmLabel | app/schedule-message/[id].tsx:jsx | src/components/SwipeableConversationRow.tsx:jsx
Supprimer définitivement le compte ?	app/account.tsx:alert
Supprimer la conversation	src/components/SwipeableConversationRow.tsx:attr:accessibilityLabel
Supprimer mon compte	app/account.tsx:jsx
Synchronisation impossible	app/account.tsx:alert
Télécharger mes données	app/account.tsx:jsx
Télécharger vos données, consulter vos sessions ou demander la suppression de votre compte.	app/privacy.tsx:attr:subtitle
Téléphone	app/profile/[id].tsx:attr:label
Téléphone non partagé	app/profile/[id].tsx:alert
Temps fort	src/components/NeptuneTabBar.tsx:jsx
Temps fort vocal	src/components/HighlightMediaView.tsx:jsx
Temps forts	app/(tabs)/highlights.tsx:attr:title
Touchez l’image pour zoomer et la recadrer au format carré.	src/screens/NewConversationScreen.tsx:jsx
Touchez une carte pour démarrer une mise en relation avec un message prêt à envoyer.	app/profile/[id].tsx:jsx
Tous les membres visibles sont déjà dans ce groupe ou ajoutés à la session.	app/group/_layout.tsx:jsx
Toutes les personnes autorisées voient les mêmes automatisations. Les Visionnaires peuvent gérer celles de tous les responsables.	app/schedule-message/[id].tsx:jsx
Transcription en cours…	src/components/HighlightMediaView.tsx:jsx | src/components/MessageAttachmentView.tsx:jsx
Trouver, appeler ou programmer une mise en relation.	app/(tabs)/calls.tsx:attr:subtitle
Type d’appel	app/schedule-call.tsx:jsx
Un compte Free peut recevoir un appel, mais doit passer Triton pour appeler.	app/call/[id].tsx:alert
Un compte Free peut recevoir une invitation privée, mais doit passer Triton pour démarrer une conversation.	src/screens/NewConversationScreen.tsx:alert
Un responsable de groupe doit être Amiral ou Capitaine.	app/group/[id].tsx:alert
Une communauté professionnelle, pas une zone de non-droit	app/community-guidelines.tsx:jsx
Une conversation existe déjà avec exactement ces participants.	src/screens/NewConversationScreen.tsx:alert
Une préférence désactivée est aussi respectée par les notifications push générées côté serveur. La sourdine d’un groupe reste prioritaire sur les réglages généraux.	app/notification-settings.tsx:jsx
Utilisez arobase pour mentionner un membre	src/screens/ChatConversationScreen.tsx:attr:accessibilityHint
Utilisez la même adresse email et le même mot de passe que sur Neptune Business.	app/sign-in.tsx:jsx
Utilisez le bouton Déconnexion pour fermer cette session.	app/account.tsx:alert
Utilisez les actions « Signaler » et « Bloquer » disponibles dans Connexio. Pour une question de sécurité ou de modération, contactez également le support Neptune depuis les réglages.	app/community-guidelines.tsx:jsx
Vérifier mon compte	app/membership-required.tsx:jsx
Vidéo	app/new-highlight.tsx:jsx
Vidéo : 60 secondes maximum · Vocal : 5 minutes maximum.	app/new-highlight.tsx:jsx
Vidéo indisponible	src/components/HighlightMediaView.tsx:jsx
Vidéo trop longue	app/new-highlight.tsx:alert
Visibilité par statut	src/screens/NewConversationScreen.tsx:jsx
Visibilité requise	app/group/[id].tsx:alert | src/screens/NewConversationScreen.tsx:alert
Visio	app/profile/[id].tsx:attr:label
Vocal	app/new-highlight.tsx:jsx | src/screens/ChatConversationScreen.tsx:jsx
Vocal indisponible	src/components/InlineVoiceRecorder.tsx:alert | src/components/MessageAttachmentView.tsx:alert | src/components/VoiceRecorderModal.native.tsx:alert | src/components/VoiceRecorderModal.web.tsx:alert
Vocal Neptune	src/components/MessageAttachmentView.tsx:jsx
Voir / mettre à jour sur Neptune Business	app/(tabs)/settings.tsx:jsx
Voir dans Neptune	src/components/PollMessageCard.tsx:jsx
Vos données restent sous votre contrôle	app/privacy.tsx:jsx
vote	src/components/EventVoteBanner.tsx:jsx
VOTE DU CLUB	src/components/EventVoteBanner.tsx:jsx
Vote impossible	src/screens/ChatConversationScreen.tsx:alert
Voter	src/components/EventVoteBanner.tsx:jsx
Votes anonymes	src/components/PollComposerModal.tsx:jsx
Votre carnet reste sur votre téléphone	app/contact-actions.tsx:jsx
Votre mot de passe	app/account.tsx:attr:placeholder | app/sign-in.tsx:attr:placeholder
Votre vitrine professionnelle dans Connexio.	app/(tabs)/settings.tsx:attr:subtitle
Vous ne recevrez plus ses messages et cette personne ne pourra plus vous appeler dans Connexio.	app/profile/[id].tsx:attr:message
Vous pourrez la mettre en pause à tout moment.	app/schedule-message/[id].tsx:jsx
Vous pourrez le rejoindre à nouveau depuis vos groupes.	app/group/[id].tsx:alert
vous@entreprise.fr	app/sign-in.tsx:attr:placeholder
